"year","roc_year","district_code","district","level","people"
"2024","113","23","石門區","不識字","243"
"2024","113","23","石門區","二專","2810"
"2024","113","23","石門區","五專前三年","272"
"2024","113","23","石門區","五專後二年","2096"
"2024","113","23","石門區","博士","147"
"2024","113","23","石門區","國中","5328"
"2024","113","23","石門區","國中(職業)","23"
"2024","113","23","石門區","國小","2793"
"2024","113","23","石門區","大學","10530"
"2024","113","23","石門區","碩士","1927"
"2024","113","23","石門區","自學","48"
"2024","113","23","石門區","高中","3726"
"2024","113","23","石門區","高職","8360"
"2024","113","24","金山區","不識字","137"
"2024","113","24","金山區","二專","198"
"2024","113","24","金山區","五專前三年","24"
"2024","113","24","金山區","五專後二年","132"
"2024","113","24","金山區","博士","6"
"2024","113","24","金山區","國中","938"
"2024","113","24","金山區","國中(職業)","1"
"2024","113","24","金山區","國小","628"
"2024","113","24","金山區","大學","505"
"2024","113","24","金山區","碩士","86"
"2024","113","24","金山區","自學","8"
"2024","113","24","金山區","高中","324"
"2024","113","24","金山區","高職","913"
"2024","113","25","萬里區","不識字","336"
"2024","113","25","萬里區","二專","357"
"2024","113","25","萬里區","五專前三年","28"
"2024","113","25","萬里區","五專後二年","207"
"2024","113","25","萬里區","博士","17"
"2024","113","25","萬里區","國中","1539"
"2024","113","25","萬里區","國中(職業)","2"
"2024","113","25","萬里區","國小","1248"
"2024","113","25","萬里區","大學","1317"
"2024","113","25","萬里區","碩士","217"
"2024","113","25","萬里區","自學","36"
"2024","113","25","萬里區","高中","610"
"2024","113","25","萬里區","高職","1387"
"2024","113","26","平溪區","不識字","364"
"2024","113","26","平溪區","二專","528"
"2024","113","26","平溪區","五專前三年","45"
"2024","113","26","平溪區","五專後二年","247"
"2024","113","26","平溪區","博士","15"
"2024","113","26","平溪區","國中","2226"
"2024","113","26","平溪區","國中(職業)","13"
"2024","113","26","平溪區","國小","1753"
"2024","113","26","平溪區","大學","1810"
"2024","113","26","平溪區","碩士","238"
"2024","113","26","平溪區","自學","28"
"2024","113","26","平溪區","高中","862"
"2024","113","26","平溪區","高職","2122"
"2024","113","27","雙溪區","不識字","338"
"2024","113","27","雙溪區","二專","1095"
"2024","113","27","雙溪區","五專前三年","92"
"2024","113","27","雙溪區","五專後二年","485"
"2024","113","27","雙溪區","博士","43"
"2024","113","27","雙溪區","國中","3441"
"2024","113","27","雙溪區","國中(職業)","9"
"2024","113","27","雙溪區","國小","2684"
"2024","113","27","雙溪區","大學","4103"
"2024","113","27","雙溪區","碩士","651"
"2024","113","27","雙溪區","自學","70"
"2024","113","27","雙溪區","高中","1434"
"2024","113","27","雙溪區","高職","4140"
"2024","113","28","貢寮區","不識字","303"
"2024","113","28","貢寮區","二專","1020"
"2024","113","28","貢寮區","五專前三年","117"
"2024","113","28","貢寮區","五專後二年","601"
"2024","113","28","貢寮區","博士","33"
"2024","113","28","貢寮區","國中","3347"
"2024","113","28","貢寮區","國中(職業)","19"
"2024","113","28","貢寮區","國小","2659"
"2024","113","28","貢寮區","大學","3975"
"2024","113","28","貢寮區","碩士","609"
"2024","113","28","貢寮區","自學","61"
"2024","113","28","貢寮區","高中","2015"
"2024","113","28","貢寮區","高職","4357"
"2024","113","29","烏來區","不識字","7"
"2024","113","29","烏來區","二專","297"
"2024","113","29","烏來區","五專前三年","50"
"2024","113","29","烏來區","五專後二年","227"
"2024","113","29","烏來區","博士","21"
"2024","113","29","烏來區","國中","753"
"2024","113","29","烏來區","國中(職業)","13"
"2024","113","29","烏來區","國小","478"
"2024","113","29","烏來區","大學","1334"
"2024","113","29","烏來區","碩士","209"
"2024","113","29","烏來區","自學","4"
"2024","113","29","烏來區","高中","592"
"2024","113","29","烏來區","高職","1461"
"2025","114","0","New Taipei City","不識字","14323"
"2025","114","0","New Taipei City","二專","248748"
"2025","114","0","New Taipei City","五專前三年","14998"
"2025","114","0","New Taipei City","五專後二年","171532"
"2025","114","0","New Taipei City","博士","25537"
"2025","114","0","New Taipei City","國中","408668"
"2025","114","0","New Taipei City","國中(職業)","5045"
"2025","114","0","New Taipei City","國小","250362"
"2025","114","0","New Taipei City","大學","1164348"
"2025","114","0","New Taipei City","碩士","297710"
"2025","114","0","New Taipei City","自學","3877"
"2025","114","0","New Taipei City","高中","319396"
"2025","114","0","New Taipei City","高職","685391"
"2025","114","1","板橋區","不識字","1867"
"2025","114","1","板橋區","二專","32845"
"2025","114","1","板橋區","五專前三年","2241"
"2025","114","1","板橋區","五專後二年","23980"
"2025","114","1","板橋區","博士","3385"
"2025","114","1","板橋區","國中","50875"
"2025","114","1","板橋區","國中(職業)","826"
"2025","114","1","板橋區","國小","37810"
"2025","114","1","板橋區","大學","157439"
"2025","114","1","板橋區","碩士","44415"
"2025","114","1","板橋區","自學","684"
"2025","114","1","板橋區","高中","41996"
"2025","114","1","板橋區","高職","86620"
"2025","114","2","三重區","不識字","1505"
"2025","114","2","三重區","二專","23448"
"2025","114","2","三重區","五專前三年","1002"
"2025","114","2","三重區","五專後二年","14051"
"2025","114","2","三重區","博士","1671"
"2025","114","2","三重區","國中","48319"
"2025","114","2","三重區","國中(職業)","600"
"2025","114","2","三重區","國小","28295"
"2025","114","2","三重區","大學","104332"
"2025","114","2","三重區","碩士","24637"
"2025","114","2","三重區","自學","394"
"2025","114","2","三重區","高中","28900"
"2025","114","2","三重區","高職","67294"
"2025","114","3","中和區","不識字","1191"
"2025","114","3","中和區","二專","27328"
"2025","114","3","中和區","五專前三年","1402"
"2025","114","3","中和區","五專後二年","19171"
"2025","114","3","中和區","博士","2655"
"2025","114","3","中和區","國中","35688"
"2025","114","3","中和區","國中(職業)","856"
"2025","114","3","中和區","國小","24424"
"2025","114","3","中和區","大學","121713"
"2025","114","3","中和區","碩士","32270"
"2025","114","3","中和區","自學","342"
"2025","114","3","中和區","高中","34527"
"2025","114","3","中和區","高職","66014"
"2025","114","4","永和區","不識字","402"
"2025","114","4","永和區","二專","13763"
"2025","114","4","永和區","五專前三年","513"
"2025","114","4","永和區","五專後二年","11071"
"2025","114","4","永和區","博士","2194"
"2025","114","4","永和區","國中","12005"
"2025","114","4","永和區","國中(職業)","589"
"2025","114","4","永和區","國小","9115"
"2025","114","4","永和區","大學","69312"
"2025","114","4","永和區","碩士","22085"
"2025","114","4","永和區","自學","179"
"2025","114","4","永和區","高中","17957"
"2025","114","4","永和區","高職","28950"
"2025","114","5","新莊區","不識字","1080"
"2025","114","5","新莊區","二專","25978"
"2025","114","5","新莊區","五專前三年","1560"
"2025","114","5","新莊區","五專後二年","15627"
"2025","114","5","新莊區","博士","1899"
"2025","114","5","新莊區","國中","44536"
"2025","114","5","新莊區","國中(職業)","406"
"2025","114","5","新莊區","國小","23769"
"2025","114","5","新莊區","大學","119299"
"2025","114","5","新莊區","碩士","28654"
"2025","114","5","新莊區","自學","244"
"2025","114","5","新莊區","高中","31092"
"2025","114","5","新莊區","高職","73926"
"2025","114","6","新店區","不識字","672"
"2025","114","6","新店區","二專","19208"
"2025","114","6","新店區","五專前三年","874"
"2025","114","6","新店區","五專後二年","16959"
"2025","114","6","新店區","博士","3582"
"2025","114","6","新店區","國中","22379"
"2025","114","6","新店區","國中(職業)","236"
"2025","114","6","新店區","國小","13580"
"2025","114","6","新店區","大學","100112"
"2025","114","6","新店區","碩士","30325"
"2025","114","6","新店區","自學","316"
"2025","114","6","新店區","高中","26773"
"2025","114","6","新店區","高職","46277"
"2025","114","7","土城區","不識字","452"
"2025","114","7","土城區","二專","10615"
"2025","114","7","土城區","五專前三年","695"
"2025","114","7","土城區","五專後二年","6148"
"2025","114","7","土城區","博士","791"
"2025","114","7","土城區","國中","19633"
"2025","114","7","土城區","國中(職業)","271"
"2025","114","7","土城區","國小","11939"
"2025","114","7","土城區","大學","47413"
"2025","114","7","土城區","碩士","10111"
"2025","114","7","土城區","自學","178"
"2025","114","7","土城區","高中","14304"
"2025","114","7","土城區","高職","34195"
"2025","114","8","蘆洲區","不識字","371"
"2025","114","8","蘆洲區","二專","4621"
"2025","114","8","蘆洲區","五專前三年","309"
"2025","114","8","蘆洲區","五專後二年","2894"
"2025","114","8","蘆洲區","博士","315"
"2025","114","8","蘆洲區","國中","11144"
"2025","114","8","蘆洲區","國中(職業)","60"
"2025","114","8","蘆洲區","國小","6177"
"2025","114","8","蘆洲區","大學","23657"
"2025","114","8","蘆洲區","碩士","4697"
"2025","114","8","蘆洲區","自學","83"
"2025","114","8","蘆洲區","高中","6314"
"2025","114","8","蘆洲區","高職","18373"
"2025","114","9","樹林區","不識字","450"
"2025","114","9","樹林區","二專","6099"
"2025","114","9","樹林區","五專前三年","496"
"2025","114","9","樹林區","五專後二年","4183"
"2025","114","9","樹林區","博士","718"
"2025","114","9","樹林區","國中","14276"
"2025","114","9","樹林區","國中(職業)","97"
"2025","114","9","樹林區","國小","6832"
"2025","114","9","樹林區","大學","29983"
"2025","114","9","樹林區","碩士","7012"
"2025","114","9","樹林區","自學","86"
"2025","114","9","樹林區","高中","8774"
"2025","114","9","樹林區","高職","21910"
"2025","114","10","鶯歌區","不識字","693"
"2025","114","10","鶯歌區","二專","12807"
"2025","114","10","鶯歌區","五專前三年","1092"
"2025","114","10","鶯歌區","五專後二年","10538"
"2025","114","10","鶯歌區","博士","2357"
"2025","114","10","鶯歌區","國中","17946"
"2025","114","10","鶯歌區","國中(職業)","121"
"2025","114","10","鶯歌區","國小","9543"
"2025","114","10","鶯歌區","大學","66419"
"2025","114","10","鶯歌區","碩士","18464"
"2025","114","10","鶯歌區","自學","142"
"2025","114","10","鶯歌區","高中","16278"
"2025","114","10","鶯歌區","高職","30977"
"2025","114","11","三峽區","不識字","643"
"2025","114","11","三峽區","二專","15147"
"2025","114","11","三峽區","五專前三年","707"
"2025","114","11","三峽區","五專後二年","10641"
"2025","114","11","三峽區","博士","1467"
"2025","114","11","三峽區","國中","18384"
"2025","114","11","三峽區","國中(職業)","180"
"2025","114","11","三峽區","國小","11470"
"2025","114","11","三峽區","大學","65136"
"2025","114","11","三峽區","碩士","16758"
"2025","114","11","三峽區","自學","157"
"2025","114","11","三峽區","高中","16449"
"2025","114","11","三峽區","高職","36777"
"2025","114","12","淡水區","不識字","559"
"2025","114","12","淡水區","二專","2015"
"2025","114","12","淡水區","五專前三年","160"
"2025","114","12","淡水區","五專後二年","981"
"2025","114","12","淡水區","博士","78"
"2025","114","12","淡水區","國中","6112"
"2025","114","12","淡水區","國中(職業)","33"
"2025","114","12","淡水區","國小","4299"
"2025","114","12","淡水區","大學","7117"
"2025","114","12","淡水區","碩士","1138"
"2025","114","12","淡水區","自學","108"
"2025","114","12","淡水區","高中","2097"
"2025","114","12","淡水區","高職","8268"
"2025","114","13","汐止區","不識字","720"
"2025","114","13","汐止區","二專","14854"
"2025","114","13","汐止區","五專前三年","1111"
"2025","114","13","汐止區","五專後二年","9024"
"2025","114","13","汐止區","博士","948"
"2025","114","13","汐止區","國中","27767"
"2025","114","13","汐止區","國中(職業)","247"
"2025","114","13","汐止區","國小","15022"
"2025","114","13","汐止區","大學","67006"
"2025","114","13","汐止區","碩士","15769"
"2025","114","13","汐止區","自學","201"
"2025","114","13","汐止區","高中","18276"
"2025","114","13","汐止區","高職","44483"
"2025","114","14","瑞芳區","不識字","558"
"2025","114","14","瑞芳區","二專","11523"
"2025","114","14","瑞芳區","五專前三年","666"
"2025","114","14","瑞芳區","五專後二年","7174"
"2025","114","14","瑞芳區","博士","586"
"2025","114","14","瑞芳區","國中","25039"
"2025","114","14","瑞芳區","國中(職業)","141"
"2025","114","14","瑞芳區","國小","12553"
"2025","114","14","瑞芳區","大學","54224"
"2025","114","14","瑞芳區","碩士","10871"
"2025","114","14","瑞芳區","自學","167"
"2025","114","14","瑞芳區","高中","16263"
"2025","114","14","瑞芳區","高職","34590"
"2025","114","15","五股區","不識字","320"
"2025","114","15","五股區","二專","5994"
"2025","114","15","五股區","五專前三年","362"
"2025","114","15","五股區","五專後二年","3174"
"2025","114","15","五股區","博士","267"
"2025","114","15","五股區","國中","11070"
"2025","114","15","五股區","國中(職業)","73"
"2025","114","15","五股區","國小","6472"
"2025","114","15","五股區","大學","25743"
"2025","114","15","五股區","碩士","4401"
"2025","114","15","五股區","自學","74"
"2025","114","15","五股區","高中","7115"
"2025","114","15","五股區","高職","19396"
"2025","114","16","泰山區","不識字","182"
"2025","114","16","泰山區","二專","5007"
"2025","114","16","泰山區","五專前三年","351"
"2025","114","16","泰山區","五專後二年","3002"
"2025","114","16","泰山區","博士","381"
"2025","114","16","泰山區","國中","8323"
"2025","114","16","泰山區","國中(職業)","107"
"2025","114","16","泰山區","國小","4711"
"2025","114","16","泰山區","大學","21498"
"2025","114","16","泰山區","碩士","4762"
"2025","114","16","泰山區","自學","66"
"2025","114","16","泰山區","高中","6501"
"2025","114","16","泰山區","高職","14094"
"2025","114","17","林口區","不識字","430"
"2025","114","17","林口區","二專","7563"
"2025","114","17","林口區","五專前三年","504"
"2025","114","17","林口區","五專後二年","6234"
"2025","114","17","林口區","博士","1610"
"2025","114","17","林口區","國中","7905"
"2025","114","17","林口區","國中(職業)","79"
"2025","114","17","林口區","國小","5454"
"2025","114","17","林口區","大學","43510"
"2025","114","17","林口區","碩士","14168"
"2025","114","17","林口區","自學","91"
"2025","114","17","林口區","高中","10543"
"2025","114","17","林口區","高職","16677"
"2025","114","18","八里區","不識字","93"
"2025","114","18","八里區","二專","1465"
"2025","114","18","八里區","五專前三年","73"
"2025","114","18","八里區","五專後二年","1134"
"2025","114","18","八里區","博士","185"
"2025","114","18","八里區","國中","2262"
"2025","114","18","八里區","國中(職業)","11"
"2025","114","18","八里區","國小","1868"
"2025","114","18","八里區","大學","6791"
"2025","114","18","八里區","碩士","1463"
"2025","114","18","八里區","自學","28"
"2025","114","18","八里區","高中","2079"
"2025","114","18","八里區","高職","4318"
"2025","114","19","深坑區","不識字","86"
"2025","114","19","深坑區","二專","342"
"2025","114","19","深坑區","五專前三年","25"
"2025","114","19","深坑區","五專後二年","193"
"2025","114","19","深坑區","博士","29"
"2025","114","19","深坑區","國中","1185"
"2025","114","19","深坑區","國中(職業)","10"
"2025","114","19","深坑區","國小","1039"
"2025","114","19","深坑區","大學","1406"
"2025","114","19","深坑區","碩士","234"
"2025","114","19","深坑區","自學","25"
"2025","114","19","深坑區","高中","507"
"2025","114","19","深坑區","高職","1465"
"2025","114","20","石碇區","不識字","125"
"2025","114","20","石碇區","二專","247"
"2025","114","20","石碇區","五專前三年","11"
"2025","114","20","石碇區","五專後二年","190"
"2025","114","20","石碇區","博士","18"
"2025","114","20","石碇區","國中","949"
"2025","114","20","石碇區","國中(職業)","10"
"2025","114","20","石碇區","國小","1061"
"2025","114","20","石碇區","大學","1161"
"2025","114","20","石碇區","碩士","218"
"2025","114","20","石碇區","自學","20"
"2025","114","20","石碇區","高中","551"
"2025","114","20","石碇區","高職","1267"
"2025","114","21","坪林區","不識字","308"
"2025","114","21","坪林區","二專","1167"
"2025","114","21","坪林區","五專前三年","187"
"2025","114","21","坪林區","五專後二年","841"
"2025","114","21","坪林區","博士","92"
"2025","114","21","坪林區","國中","3643"
"2025","114","21","坪林區","國中(職業)","14"
"2025","114","21","坪林區","國小","1888"
"2025","114","21","坪林區","大學","4973"
"2025","114","21","坪林區","碩士","861"
"2025","114","21","坪林區","自學","56"
"2025","114","21","坪林區","高中","1809"
"2025","114","21","坪林區","高職","4642"
"2025","114","22","三芝區","不識字","31"
"2025","114","22","三芝區","二專","416"
"2025","114","22","三芝區","五專前三年","67"
"2025","114","22","三芝區","五專後二年","262"
"2025","114","22","三芝區","博士","10"
"2025","114","22","三芝區","國中","1857"
"2025","114","22","三芝區","國中(職業)","1"
"2025","114","22","三芝區","國小","1263"
"2025","114","22","三芝區","大學","2063"
"2025","114","22","三芝區","碩士","269"
"2025","114","22","三芝區","自學","9"
"2025","114","22","三芝區","高中","829"
"2025","114","22","三芝區","高職","2280"
"2025","114","23","石門區","不識字","224"
"2025","114","23","石門區","二專","2874"
"2025","114","23","石門區","五專前三年","253"
"2025","114","23","石門區","五專後二年","2162"
"2025","114","23","石門區","博士","151"
"2025","114","23","石門區","國中","5356"
"2025","114","23","石門區","國中(職業)","24"
"2025","114","23","石門區","國小","2719"
"2025","114","23","石門區","大學","11026"
"2025","114","23","石門區","碩士","2084"
"2025","114","23","石門區","自學","42"
"2025","114","23","石門區","高中","3753"
"2025","114","23","石門區","高職","8529"
"2025","114","24","金山區","不識字","128"
"2025","114","24","金山區","二專","187"
"2025","114","24","金山區","五專前三年","18"
"2025","114","24","金山區","五專後二年","127"
"2025","114","24","金山區","博士","5"
"2025","114","24","金山區","國中","905"
"2025","114","24","金山區","國中(職業)","1"
"2025","114","24","金山區","國小","591"
"2025","114","24","金山區","大學","518"
"2025","114","24","金山區","碩士","83"
"2025","114","24","金山區","自學","8"
"2025","114","24","金山區","高中","317"
"2025","114","24","金山區","高職","878"
"2025","114","25","萬里區","不識字","309"
"2025","114","25","萬里區","二專","345"
"2025","114","25","萬里區","五專前三年","24"
"2025","114","25","萬里區","五專後二年","203"
"2025","114","25","萬里區","博士","18"
"2025","114","25","萬里區","國中","1494"
"2025","114","25","萬里區","國中(職業)","2"
"2025","114","25","萬里區","國小","1194"
"2025","114","25","萬里區","大學","1286"
"2025","114","25","萬里區","碩士","216"
"2025","114","25","萬里區","自學","32"
"2025","114","25","萬里區","高中","586"
"2025","114","25","萬里區","高職","1363"
"2025","114","26","平溪區","不識字","328"
"2025","114","26","平溪區","二專","513"
"2025","114","26","平溪區","五專前三年","43"
"2025","114","26","平溪區","五專後二年","250"
"2025","114","26","平溪區","博士","14"
"2025","114","26","平溪區","國中","2184"
"2025","114","26","平溪區","國中(職業)","12"
"2025","114","26","平溪區","國小","1680"
"2025","114","26","平溪區","大學","1783"
"2025","114","26","平溪區","碩士","237"
"2025","114","26","平溪區","自學","24"
"2025","114","26","平溪區","高中","857"
"2025","114","26","平溪區","高職","2073"
"2025","114","27","雙溪區","不識字","310"
"2025","114","27","雙溪區","二專","1084"
"2025","114","27","雙溪區","五專前三年","89"
"2025","114","27","雙溪區","五專後二年","491"
"2025","114","27","雙溪區","博士","54"
"2025","114","27","雙溪區","國中","3387"
"2025","114","27","雙溪區","國中(職業)","6"
"2025","114","27","雙溪區","國小","2580"
"2025","114","27","雙溪區","大學","4118"
"2025","114","27","雙溪區","碩士","658"
"2025","114","27","雙溪區","自學","62"
"2025","114","27","雙溪區","高中","1415"
"2025","114","27","雙溪區","高職","4055"
"2025","114","28","貢寮區","不識字","280"
"2025","114","28","貢寮區","二專","1006"
"2025","114","28","貢寮區","五專前三年","110"
"2025","114","28","貢寮區","五專後二年","609"
"2025","114","28","貢寮區","博士","39"
"2025","114","28","貢寮區","國中","3315"
"2025","114","28","貢寮區","國中(職業)","19"
"2025","114","28","貢寮區","國小","2564"
"2025","114","28","貢寮區","大學","3969"
"2025","114","28","貢寮區","碩士","642"
"2025","114","28","貢寮區","自學","55"
"2025","114","28","貢寮區","高中","1960"
"2025","114","28","貢寮區","高職","4251"
"2025","114","29","烏來區","不識字","6"
"2025","114","29","烏來區","二專","287"
"2025","114","29","烏來區","五專前三年","53"
"2025","114","29","烏來區","五專後二年","218"
"2025","114","29","烏來區","博士","18"
"2025","114","29","烏來區","國中","730"
"2025","114","29","烏來區","國中(職業)","13"
"2025","114","29","烏來區","國小","450"
"2025","114","29","烏來區","大學","1341"
"2025","114","29","烏來區","碩士","208"
"2025","114","29","烏來區","自學","4"
"2025","114","29","烏來區","高中","574"
"2025","114","29","烏來區","高職","1449"
