"district_code","district","year","month","period","series","people","lower","upper"
"0","New Taipei City","2023","1","2023-01","actual","3891","",""
"0","New Taipei City","2023","2","2023-02","actual","5871","",""
"0","New Taipei City","2023","3","2023-03","actual","6255","",""
"0","New Taipei City","2023","4","2023-04","actual","4382","",""
"0","New Taipei City","2023","5","2023-05","actual","6332","",""
"0","New Taipei City","2023","6","2023-06","actual","5795","",""
"0","New Taipei City","2023","7","2023-07","actual","5598","",""
"0","New Taipei City","2023","8","2023-08","actual","6162","",""
"0","New Taipei City","2023","9","2023-09","actual","6649","",""
"0","New Taipei City","2023","10","2023-10","actual","4707","",""
"0","New Taipei City","2023","11","2023-11","actual","4966","",""
"0","New Taipei City","2023","12","2023-12","actual","4422","",""
"0","New Taipei City","2024","1","2024-01","actual","5546","",""
"0","New Taipei City","2024","2","2024-02","actual","5049","",""
"0","New Taipei City","2024","3","2024-03","actual","5955","",""
"0","New Taipei City","2024","4","2024-04","actual","5230","",""
"0","New Taipei City","2024","5","2024-05","actual","7084","",""
"0","New Taipei City","2024","6","2024-06","actual","5947","",""
"0","New Taipei City","2024","7","2024-07","actual","6278","",""
"0","New Taipei City","2024","9","2024-09","actual","7423","",""
"0","New Taipei City","2024","10","2024-10","actual","6089","",""
"0","New Taipei City","2024","11","2024-11","actual","5391","",""
"0","New Taipei City","2024","12","2024-12","actual","5723","",""
"0","New Taipei City","2025","1","2025-01","actual","4466","",""
"0","New Taipei City","2025","2","2025-02","actual","8359","",""
"0","New Taipei City","2025","3","2025-03","actual","11451","",""
"0","New Taipei City","2025","4","2025-04","actual","4833","",""
"0","New Taipei City","2025","5","2025-05","actual","8515","",""
"0","New Taipei City","2025","6","2025-06","actual","5438","",""
"0","New Taipei City","2025","7","2025-07","actual","5050","",""
"0","New Taipei City","2025","8","2025-08","actual","5495","",""
"0","New Taipei City","2025","9","2025-09","actual","5451","",""
"0","New Taipei City","2025","10","2025-10","actual","4218","",""
"0","New Taipei City","2025","11","2025-11","actual","4097","",""
"0","New Taipei City","2025","12","2025-12","actual","5377","",""
"0","New Taipei City","2026","1","2026-01","forecast","4873","2401","7345"
"0","New Taipei City","2026","2","2026-02","forecast","6764","4292","9236"
"0","New Taipei City","2026","3","2026-03","forecast","8262","5790","10734"
"0","New Taipei City","2026","4","2026-04","forecast","5074","2602","7546"
"0","New Taipei City","2026","5","2026-05","forecast","7687","5215","10159"
"0","New Taipei City","2026","6","2026-06","forecast","6057","3585","8529"
"0","New Taipei City","2026","7","2026-07","forecast","5965","3493","8437"
"0","New Taipei City","2026","8","2026-08","forecast","6268","3796","8740"
"0","New Taipei City","2026","9","2026-09","forecast","6889","4417","9361"
"0","New Taipei City","2026","10","2026-10","forecast","5283","2811","7755"
"0","New Taipei City","2026","11","2026-11","forecast","5101","2629","7573"
"0","New Taipei City","2026","12","2026-12","forecast","5442","2970","7914"
"1","板橋區","2023","1","2023-01","actual","508","",""
"1","板橋區","2023","2","2023-02","actual","717","",""
"1","板橋區","2023","3","2023-03","actual","864","",""
"1","板橋區","2023","4","2023-04","actual","580","",""
"1","板橋區","2023","5","2023-05","actual","856","",""
"1","板橋區","2023","6","2023-06","actual","855","",""
"1","板橋區","2023","7","2023-07","actual","789","",""
"1","板橋區","2023","8","2023-08","actual","893","",""
"1","板橋區","2023","9","2023-09","actual","891","",""
"1","板橋區","2023","10","2023-10","actual","599","",""
"1","板橋區","2023","11","2023-11","actual","699","",""
"1","板橋區","2023","12","2023-12","actual","591","",""
"1","板橋區","2024","1","2024-01","actual","745","",""
"1","板橋區","2024","2","2024-02","actual","676","",""
"1","板橋區","2024","3","2024-03","actual","763","",""
"1","板橋區","2024","4","2024-04","actual","694","",""
"1","板橋區","2024","5","2024-05","actual","952","",""
"1","板橋區","2024","6","2024-06","actual","830","",""
"1","板橋區","2024","7","2024-07","actual","811","",""
"1","板橋區","2024","9","2024-09","actual","1056","",""
"1","板橋區","2024","10","2024-10","actual","826","",""
"1","板橋區","2024","11","2024-11","actual","719","",""
"1","板橋區","2024","12","2024-12","actual","855","",""
"1","板橋區","2025","1","2025-01","actual","647","",""
"1","板橋區","2025","2","2025-02","actual","1127","",""
"1","板橋區","2025","3","2025-03","actual","1573","",""
"1","板橋區","2025","4","2025-04","actual","573","",""
"1","板橋區","2025","5","2025-05","actual","1257","",""
"1","板橋區","2025","6","2025-06","actual","782","",""
"1","板橋區","2025","7","2025-07","actual","678","",""
"1","板橋區","2025","8","2025-08","actual","796","",""
"1","板橋區","2025","9","2025-09","actual","883","",""
"1","板橋區","2025","10","2025-10","actual","608","",""
"1","板橋區","2025","11","2025-11","actual","570","",""
"1","板橋區","2025","12","2025-12","actual","671","",""
"1","板橋區","2026","1","2026-01","forecast","669","305","1033"
"1","板橋區","2026","2","2026-02","forecast","885","521","1249"
"1","板橋區","2026","3","2026-03","forecast","1120","756","1484"
"1","板橋區","2026","4","2026-04","forecast","654","290","1018"
"1","板橋區","2026","5","2026-05","forecast","1077","713","1441"
"1","板橋區","2026","6","2026-06","forecast","876","512","1240"
"1","板橋區","2026","7","2026-07","forecast","810","446","1174"
"1","板橋區","2026","8","2026-08","forecast","911","547","1275"
"1","板橋區","2026","9","2026-09","forecast","1002","638","1366"
"1","板橋區","2026","10","2026-10","forecast","719","355","1083"
"1","板橋區","2026","11","2026-11","forecast","707","343","1071"
"1","板橋區","2026","12","2026-12","forecast","747","383","1111"
"2","三重區","2023","1","2023-01","actual","361","",""
"2","三重區","2023","2","2023-02","actual","478","",""
"2","三重區","2023","3","2023-03","actual","543","",""
"2","三重區","2023","4","2023-04","actual","398","",""
"2","三重區","2023","5","2023-05","actual","616","",""
"2","三重區","2023","6","2023-06","actual","507","",""
"2","三重區","2023","7","2023-07","actual","496","",""
"2","三重區","2023","8","2023-08","actual","574","",""
"2","三重區","2023","9","2023-09","actual","539","",""
"2","三重區","2023","10","2023-10","actual","399","",""
"2","三重區","2023","11","2023-11","actual","453","",""
"2","三重區","2023","12","2023-12","actual","383","",""
"2","三重區","2024","1","2024-01","actual","542","",""
"2","三重區","2024","2","2024-02","actual","403","",""
"2","三重區","2024","3","2024-03","actual","472","",""
"2","三重區","2024","4","2024-04","actual","441","",""
"2","三重區","2024","5","2024-05","actual","611","",""
"2","三重區","2024","6","2024-06","actual","522","",""
"2","三重區","2024","7","2024-07","actual","578","",""
"2","三重區","2024","9","2024-09","actual","622","",""
"2","三重區","2024","10","2024-10","actual","555","",""
"2","三重區","2024","11","2024-11","actual","501","",""
"2","三重區","2024","12","2024-12","actual","470","",""
"2","三重區","2025","1","2025-01","actual","361","",""
"2","三重區","2025","2","2025-02","actual","694","",""
"2","三重區","2025","3","2025-03","actual","1038","",""
"2","三重區","2025","4","2025-04","actual","430","",""
"2","三重區","2025","5","2025-05","actual","710","",""
"2","三重區","2025","6","2025-06","actual","441","",""
"2","三重區","2025","7","2025-07","actual","428","",""
"2","三重區","2025","8","2025-08","actual","430","",""
"2","三重區","2025","9","2025-09","actual","481","",""
"2","三重區","2025","10","2025-10","actual","361","",""
"2","三重區","2025","11","2025-11","actual","375","",""
"2","三重區","2025","12","2025-12","actual","451","",""
"2","三重區","2026","1","2026-01","forecast","431","190","672"
"2","三重區","2026","2","2026-02","forecast","539","298","780"
"2","三重區","2026","3","2026-03","forecast","700","459","941"
"2","三重區","2026","4","2026-04","forecast","434","193","675"
"2","三重區","2026","5","2026-05","forecast","663","422","904"
"2","三重區","2026","6","2026-06","forecast","504","263","745"
"2","三重區","2026","7","2026-07","forecast","515","274","756"
"2","三重區","2026","8","2026-08","forecast","527","286","768"
"2","三重區","2026","9","2026-09","forecast","562","321","803"
"2","三重區","2026","10","2026-10","forecast","449","208","690"
"2","三重區","2026","11","2026-11","forecast","456","215","697"
"2","三重區","2026","12","2026-12","forecast","446","205","687"
"3","中和區","2023","1","2023-01","actual","498","",""
"3","中和區","2023","2","2023-02","actual","834","",""
"3","中和區","2023","3","2023-03","actual","822","",""
"3","中和區","2023","4","2023-04","actual","558","",""
"3","中和區","2023","5","2023-05","actual","861","",""
"3","中和區","2023","6","2023-06","actual","757","",""
"3","中和區","2023","7","2023-07","actual","690","",""
"3","中和區","2023","8","2023-08","actual","736","",""
"3","中和區","2023","9","2023-09","actual","938","",""
"3","中和區","2023","10","2023-10","actual","673","",""
"3","中和區","2023","11","2023-11","actual","641","",""
"3","中和區","2023","12","2023-12","actual","605","",""
"3","中和區","2024","1","2024-01","actual","714","",""
"3","中和區","2024","2","2024-02","actual","682","",""
"3","中和區","2024","3","2024-03","actual","807","",""
"3","中和區","2024","4","2024-04","actual","620","",""
"3","中和區","2024","5","2024-05","actual","940","",""
"3","中和區","2024","6","2024-06","actual","778","",""
"3","中和區","2024","7","2024-07","actual","815","",""
"3","中和區","2024","9","2024-09","actual","898","",""
"3","中和區","2024","10","2024-10","actual","766","",""
"3","中和區","2024","11","2024-11","actual","740","",""
"3","中和區","2024","12","2024-12","actual","773","",""
"3","中和區","2025","1","2025-01","actual","582","",""
"3","中和區","2025","2","2025-02","actual","1062","",""
"3","中和區","2025","3","2025-03","actual","1438","",""
"3","中和區","2025","4","2025-04","actual","588","",""
"3","中和區","2025","5","2025-05","actual","1049","",""
"3","中和區","2025","6","2025-06","actual","830","",""
"3","中和區","2025","7","2025-07","actual","623","",""
"3","中和區","2025","8","2025-08","actual","728","",""
"3","中和區","2025","9","2025-09","actual","759","",""
"3","中和區","2025","10","2025-10","actual","636","",""
"3","中和區","2025","11","2025-11","actual","524","",""
"3","中和區","2025","12","2025-12","actual","817","",""
"3","中和區","2026","1","2026-01","forecast","631","354","908"
"3","中和區","2026","2","2026-02","forecast","907","630","1184"
"3","中和區","2026","3","2026-03","forecast","1073","796","1350"
"3","中和區","2026","4","2026-04","forecast","623","346","900"
"3","中和區","2026","5","2026-05","forecast","1003","726","1280"
"3","中和區","2026","6","2026-06","forecast","834","557","1111"
"3","中和區","2026","7","2026-07","forecast","752","475","1029"
"3","中和區","2026","8","2026-08","forecast","782","505","1059"
"3","中和區","2026","9","2026-09","forecast","920","643","1197"
"3","中和區","2026","10","2026-10","forecast","733","456","1010"
"3","中和區","2026","11","2026-11","forecast","674","397","951"
"3","中和區","2026","12","2026-12","forecast","771","494","1048"
"4","永和區","2023","1","2023-01","actual","263","",""
"4","永和區","2023","2","2023-02","actual","405","",""
"4","永和區","2023","3","2023-03","actual","453","",""
"4","永和區","2023","4","2023-04","actual","312","",""
"4","永和區","2023","5","2023-05","actual","411","",""
"4","永和區","2023","6","2023-06","actual","436","",""
"4","永和區","2023","7","2023-07","actual","559","",""
"4","永和區","2023","8","2023-08","actual","509","",""
"4","永和區","2023","9","2023-09","actual","616","",""
"4","永和區","2023","10","2023-10","actual","409","",""
"4","永和區","2023","11","2023-11","actual","477","",""
"4","永和區","2023","12","2023-12","actual","265","",""
"4","永和區","2024","1","2024-01","actual","347","",""
"4","永和區","2024","2","2024-02","actual","414","",""
"4","永和區","2024","3","2024-03","actual","413","",""
"4","永和區","2024","4","2024-04","actual","382","",""
"4","永和區","2024","5","2024-05","actual","491","",""
"4","永和區","2024","6","2024-06","actual","451","",""
"4","永和區","2024","7","2024-07","actual","561","",""
"4","永和區","2024","9","2024-09","actual","721","",""
"4","永和區","2024","10","2024-10","actual","567","",""
"4","永和區","2024","11","2024-11","actual","381","",""
"4","永和區","2024","12","2024-12","actual","429","",""
"4","永和區","2025","1","2025-01","actual","355","",""
"4","永和區","2025","2","2025-02","actual","630","",""
"4","永和區","2025","3","2025-03","actual","896","",""
"4","永和區","2025","4","2025-04","actual","403","",""
"4","永和區","2025","5","2025-05","actual","653","",""
"4","永和區","2025","6","2025-06","actual","391","",""
"4","永和區","2025","7","2025-07","actual","434","",""
"4","永和區","2025","8","2025-08","actual","516","",""
"4","永和區","2025","9","2025-09","actual","550","",""
"4","永和區","2025","10","2025-10","actual","343","",""
"4","永和區","2025","11","2025-11","actual","356","",""
"4","永和區","2025","12","2025-12","actual","383","",""
"4","永和區","2026","1","2026-01","forecast","345","127","563"
"4","永和區","2026","2","2026-02","forecast","517","299","735"
"4","永和區","2026","3","2026-03","forecast","625","407","843"
"4","永和區","2026","4","2026-04","forecast","393","175","611"
"4","永和區","2026","5","2026-05","forecast","554","336","772"
"4","永和區","2026","6","2026-06","forecast","462","244","680"
"4","永和區","2026","7","2026-07","forecast","563","345","781"
"4","永和區","2026","8","2026-08","forecast","559","341","777"
"4","永和區","2026","9","2026-09","forecast","681","463","899"
"4","永和區","2026","10","2026-10","forecast","476","258","694"
"4","永和區","2026","11","2026-11","forecast","441","223","659"
"4","永和區","2026","12","2026-12","forecast","384","166","602"
"5","新莊區","2023","1","2023-01","actual","368","",""
"5","新莊區","2023","2","2023-02","actual","525","",""
"5","新莊區","2023","3","2023-03","actual","571","",""
"5","新莊區","2023","4","2023-04","actual","385","",""
"5","新莊區","2023","5","2023-05","actual","602","",""
"5","新莊區","2023","6","2023-06","actual","501","",""
"5","新莊區","2023","7","2023-07","actual","556","",""
"5","新莊區","2023","8","2023-08","actual","546","",""
"5","新莊區","2023","9","2023-09","actual","649","",""
"5","新莊區","2023","10","2023-10","actual","436","",""
"5","新莊區","2023","11","2023-11","actual","454","",""
"5","新莊區","2023","12","2023-12","actual","423","",""
"5","新莊區","2024","1","2024-01","actual","564","",""
"5","新莊區","2024","2","2024-02","actual","470","",""
"5","新莊區","2024","3","2024-03","actual","508","",""
"5","新莊區","2024","4","2024-04","actual","488","",""
"5","新莊區","2024","5","2024-05","actual","727","",""
"5","新莊區","2024","6","2024-06","actual","511","",""
"5","新莊區","2024","7","2024-07","actual","636","",""
"5","新莊區","2024","9","2024-09","actual","741","",""
"5","新莊區","2024","10","2024-10","actual","509","",""
"5","新莊區","2024","11","2024-11","actual","507","",""
"5","新莊區","2024","12","2024-12","actual","600","",""
"5","新莊區","2025","1","2025-01","actual","417","",""
"5","新莊區","2025","2","2025-02","actual","804","",""
"5","新莊區","2025","3","2025-03","actual","1104","",""
"5","新莊區","2025","4","2025-04","actual","463","",""
"5","新莊區","2025","5","2025-05","actual","862","",""
"5","新莊區","2025","6","2025-06","actual","559","",""
"5","新莊區","2025","7","2025-07","actual","523","",""
"5","新莊區","2025","8","2025-08","actual","468","",""
"5","新莊區","2025","9","2025-09","actual","477","",""
"5","新莊區","2025","10","2025-10","actual","371","",""
"5","新莊區","2025","11","2025-11","actual","388","",""
"5","新莊區","2025","12","2025-12","actual","531","",""
"5","新莊區","2026","1","2026-01","forecast","468","210","726"
"5","新莊區","2026","2","2026-02","forecast","623","365","881"
"5","新莊區","2026","3","2026-03","forecast","753","495","1011"
"5","新莊區","2026","4","2026-04","forecast","464","206","722"
"5","新莊區","2026","5","2026-05","forecast","758","500","1016"
"5","新莊區","2026","6","2026-06","forecast","547","289","805"
"5","新莊區","2026","7","2026-07","forecast","598","340","856"
"5","新莊區","2026","8","2026-08","forecast","544","286","802"
"5","新莊區","2026","9","2026-09","forecast","654","396","912"
"5","新莊區","2026","10","2026-10","forecast","460","202","718"
"5","新莊區","2026","11","2026-11","forecast","472","214","730"
"5","新莊區","2026","12","2026-12","forecast","538","280","796"
"6","新店區","2023","1","2023-01","actual","212","",""
"6","新店區","2023","2","2023-02","actual","280","",""
"6","新店區","2023","3","2023-03","actual","368","",""
"6","新店區","2023","4","2023-04","actual","243","",""
"6","新店區","2023","5","2023-05","actual","281","",""
"6","新店區","2023","6","2023-06","actual","292","",""
"6","新店區","2023","7","2023-07","actual","313","",""
"6","新店區","2023","8","2023-08","actual","316","",""
"6","新店區","2023","9","2023-09","actual","313","",""
"6","新店區","2023","10","2023-10","actual","209","",""
"6","新店區","2023","11","2023-11","actual","248","",""
"6","新店區","2023","12","2023-12","actual","284","",""
"6","新店區","2024","1","2024-01","actual","287","",""
"6","新店區","2024","2","2024-02","actual","239","",""
"6","新店區","2024","3","2024-03","actual","328","",""
"6","新店區","2024","4","2024-04","actual","325","",""
"6","新店區","2024","5","2024-05","actual","372","",""
"6","新店區","2024","6","2024-06","actual","275","",""
"6","新店區","2024","7","2024-07","actual","336","",""
"6","新店區","2024","9","2024-09","actual","413","",""
"6","新店區","2024","10","2024-10","actual","309","",""
"6","新店區","2024","11","2024-11","actual","312","",""
"6","新店區","2024","12","2024-12","actual","281","",""
"6","新店區","2025","1","2025-01","actual","274","",""
"6","新店區","2025","2","2025-02","actual","501","",""
"6","新店區","2025","3","2025-03","actual","677","",""
"6","新店區","2025","4","2025-04","actual","278","",""
"6","新店區","2025","5","2025-05","actual","486","",""
"6","新店區","2025","6","2025-06","actual","260","",""
"6","新店區","2025","7","2025-07","actual","248","",""
"6","新店區","2025","8","2025-08","actual","282","",""
"6","新店區","2025","9","2025-09","actual","286","",""
"6","新店區","2025","10","2025-10","actual","240","",""
"6","新店區","2025","11","2025-11","actual","252","",""
"6","新店區","2025","12","2025-12","actual","304","",""
"6","新店區","2026","1","2026-01","forecast","281","116","446"
"6","新店區","2026","2","2026-02","forecast","367","202","532"
"6","新店區","2026","3","2026-03","forecast","493","328","658"
"6","新店區","2026","4","2026-04","forecast","308","143","473"
"6","新店區","2026","5","2026-05","forecast","410","245","575"
"6","新店區","2026","6","2026-06","forecast","304","139","469"
"6","新店區","2026","7","2026-07","forecast","331","166","496"
"6","新店區","2026","8","2026-08","forecast","334","169","499"
"6","新店區","2026","9","2026-09","forecast","371","206","536"
"6","新店區","2026","10","2026-10","forecast","276","111","441"
"6","新店區","2026","11","2026-11","forecast","297","132","462"
"6","新店區","2026","12","2026-12","forecast","318","153","483"
"7","土城區","2023","1","2023-01","actual","191","",""
"7","土城區","2023","2","2023-02","actual","354","",""
"7","土城區","2023","3","2023-03","actual","334","",""
"7","土城區","2023","4","2023-04","actual","254","",""
"7","土城區","2023","5","2023-05","actual","373","",""
"7","土城區","2023","6","2023-06","actual","358","",""
"7","土城區","2023","7","2023-07","actual","283","",""
"7","土城區","2023","8","2023-08","actual","332","",""
"7","土城區","2023","9","2023-09","actual","325","",""
"7","土城區","2023","10","2023-10","actual","306","",""
"7","土城區","2023","11","2023-11","actual","259","",""
"7","土城區","2023","12","2023-12","actual","307","",""
"7","土城區","2024","1","2024-01","actual","299","",""
"7","土城區","2024","2","2024-02","actual","265","",""
"7","土城區","2024","3","2024-03","actual","388","",""
"7","土城區","2024","4","2024-04","actual","295","",""
"7","土城區","2024","5","2024-05","actual","425","",""
"7","土城區","2024","6","2024-06","actual","344","",""
"7","土城區","2024","7","2024-07","actual","350","",""
"7","土城區","2024","9","2024-09","actual","490","",""
"7","土城區","2024","10","2024-10","actual","351","",""
"7","土城區","2024","11","2024-11","actual","264","",""
"7","土城區","2024","12","2024-12","actual","357","",""
"7","土城區","2025","1","2025-01","actual","294","",""
"7","土城區","2025","2","2025-02","actual","515","",""
"7","土城區","2025","3","2025-03","actual","674","",""
"7","土城區","2025","4","2025-04","actual","275","",""
"7","土城區","2025","5","2025-05","actual","450","",""
"7","土城區","2025","6","2025-06","actual","276","",""
"7","土城區","2025","7","2025-07","actual","288","",""
"7","土城區","2025","8","2025-08","actual","347","",""
"7","土城區","2025","9","2025-09","actual","234","",""
"7","土城區","2025","10","2025-10","actual","218","",""
"7","土城區","2025","11","2025-11","actual","202","",""
"7","土城區","2025","12","2025-12","actual","252","",""
"7","土城區","2026","1","2026-01","forecast","267","113","421"
"7","土城區","2026","2","2026-02","forecast","391","237","545"
"7","土城區","2026","3","2026-03","forecast","478","324","632"
"7","土城區","2026","4","2026-04","forecast","283","129","437"
"7","土城區","2026","5","2026-05","forecast","429","275","583"
"7","土城區","2026","6","2026-06","forecast","338","184","492"
"7","土城區","2026","7","2026-07","forecast","316","162","470"
"7","土城區","2026","8","2026-08","forecast","360","206","514"
"7","土城區","2026","9","2026-09","forecast","359","205","513"
"7","土城區","2026","10","2026-10","forecast","301","147","455"
"7","土城區","2026","11","2026-11","forecast","250","96","404"
"7","土城區","2026","12","2026-12","forecast","315","161","469"
"8","蘆洲區","2023","1","2023-01","actual","57","",""
"8","蘆洲區","2023","2","2023-02","actual","91","",""
"8","蘆洲區","2023","3","2023-03","actual","90","",""
"8","蘆洲區","2023","4","2023-04","actual","66","",""
"8","蘆洲區","2023","5","2023-05","actual","90","",""
"8","蘆洲區","2023","6","2023-06","actual","101","",""
"8","蘆洲區","2023","7","2023-07","actual","65","",""
"8","蘆洲區","2023","8","2023-08","actual","93","",""
"8","蘆洲區","2023","9","2023-09","actual","77","",""
"8","蘆洲區","2023","10","2023-10","actual","78","",""
"8","蘆洲區","2023","11","2023-11","actual","56","",""
"8","蘆洲區","2023","12","2023-12","actual","51","",""
"8","蘆洲區","2024","1","2024-01","actual","87","",""
"8","蘆洲區","2024","2","2024-02","actual","92","",""
"8","蘆洲區","2024","3","2024-03","actual","60","",""
"8","蘆洲區","2024","4","2024-04","actual","77","",""
"8","蘆洲區","2024","5","2024-05","actual","98","",""
"8","蘆洲區","2024","6","2024-06","actual","71","",""
"8","蘆洲區","2024","7","2024-07","actual","91","",""
"8","蘆洲區","2024","9","2024-09","actual","85","",""
"8","蘆洲區","2024","10","2024-10","actual","84","",""
"8","蘆洲區","2024","11","2024-11","actual","48","",""
"8","蘆洲區","2024","12","2024-12","actual","78","",""
"8","蘆洲區","2025","1","2025-01","actual","56","",""
"8","蘆洲區","2025","2","2025-02","actual","107","",""
"8","蘆洲區","2025","3","2025-03","actual","134","",""
"8","蘆洲區","2025","4","2025-04","actual","90","",""
"8","蘆洲區","2025","5","2025-05","actual","114","",""
"8","蘆洲區","2025","6","2025-06","actual","96","",""
"8","蘆洲區","2025","7","2025-07","actual","80","",""
"8","蘆洲區","2025","8","2025-08","actual","74","",""
"8","蘆洲區","2025","9","2025-09","actual","82","",""
"8","蘆洲區","2025","10","2025-10","actual","68","",""
"8","蘆洲區","2025","11","2025-11","actual","53","",""
"8","蘆洲區","2025","12","2025-12","actual","101","",""
"8","蘆洲區","2026","1","2026-01","forecast","73","43","103"
"8","蘆洲區","2026","2","2026-02","forecast","104","74","134"
"8","蘆洲區","2026","3","2026-03","forecast","101","71","131"
"8","蘆洲區","2026","4","2026-04","forecast","84","54","114"
"8","蘆洲區","2026","5","2026-05","forecast","109","79","139"
"8","蘆洲區","2026","6","2026-06","forecast","97","67","127"
"8","蘆洲區","2026","7","2026-07","forecast","85","55","115"
"8","蘆洲區","2026","8","2026-08","forecast","90","60","120"
"8","蘆洲區","2026","9","2026-09","forecast","88","58","118"
"8","蘆洲區","2026","10","2026-10","forecast","83","53","113"
"8","蘆洲區","2026","11","2026-11","forecast","57","27","87"
"8","蘆洲區","2026","12","2026-12","forecast","82","52","112"
"9","樹林區","2023","1","2023-01","actual","112","",""
"9","樹林區","2023","2","2023-02","actual","190","",""
"9","樹林區","2023","3","2023-03","actual","212","",""
"9","樹林區","2023","4","2023-04","actual","155","",""
"9","樹林區","2023","5","2023-05","actual","178","",""
"9","樹林區","2023","6","2023-06","actual","175","",""
"9","樹林區","2023","7","2023-07","actual","184","",""
"9","樹林區","2023","8","2023-08","actual","187","",""
"9","樹林區","2023","9","2023-09","actual","195","",""
"9","樹林區","2023","10","2023-10","actual","189","",""
"9","樹林區","2023","11","2023-11","actual","164","",""
"9","樹林區","2023","12","2023-12","actual","137","",""
"9","樹林區","2024","1","2024-01","actual","198","",""
"9","樹林區","2024","2","2024-02","actual","123","",""
"9","樹林區","2024","3","2024-03","actual","210","",""
"9","樹林區","2024","4","2024-04","actual","157","",""
"9","樹林區","2024","5","2024-05","actual","204","",""
"9","樹林區","2024","6","2024-06","actual","181","",""
"9","樹林區","2024","7","2024-07","actual","186","",""
"9","樹林區","2024","9","2024-09","actual","189","",""
"9","樹林區","2024","10","2024-10","actual","157","",""
"9","樹林區","2024","11","2024-11","actual","149","",""
"9","樹林區","2024","12","2024-12","actual","155","",""
"9","樹林區","2025","1","2025-01","actual","142","",""
"9","樹林區","2025","2","2025-02","actual","260","",""
"9","樹林區","2025","3","2025-03","actual","287","",""
"9","樹林區","2025","4","2025-04","actual","150","",""
"9","樹林區","2025","5","2025-05","actual","234","",""
"9","樹林區","2025","6","2025-06","actual","205","",""
"9","樹林區","2025","7","2025-07","actual","157","",""
"9","樹林區","2025","8","2025-08","actual","185","",""
"9","樹林區","2025","9","2025-09","actual","160","",""
"9","樹林區","2025","10","2025-10","actual","101","",""
"9","樹林區","2025","11","2025-11","actual","108","",""
"9","樹林區","2025","12","2025-12","actual","175","",""
"9","樹林區","2026","1","2026-01","forecast","152","85","219"
"9","樹林區","2026","2","2026-02","forecast","192","125","259"
"9","樹林區","2026","3","2026-03","forecast","238","171","305"
"9","樹林區","2026","4","2026-04","forecast","155","88","222"
"9","樹林區","2026","5","2026-05","forecast","207","140","274"
"9","樹林區","2026","6","2026-06","forecast","188","121","255"
"9","樹林區","2026","7","2026-07","forecast","177","110","244"
"9","樹林區","2026","8","2026-08","forecast","186","119","253"
"9","樹林區","2026","9","2026-09","forecast","183","116","250"
"9","樹林區","2026","10","2026-10","forecast","151","84","218"
"9","樹林區","2026","11","2026-11","forecast","142","75","209"
"9","樹林區","2026","12","2026-12","forecast","157","90","224"
"10","鶯歌區","2023","1","2023-01","actual","124","",""
"10","鶯歌區","2023","2","2023-02","actual","164","",""
"10","鶯歌區","2023","3","2023-03","actual","187","",""
"10","鶯歌區","2023","4","2023-04","actual","125","",""
"10","鶯歌區","2023","5","2023-05","actual","190","",""
"10","鶯歌區","2023","6","2023-06","actual","176","",""
"10","鶯歌區","2023","7","2023-07","actual","157","",""
"10","鶯歌區","2023","8","2023-08","actual","195","",""
"10","鶯歌區","2023","9","2023-09","actual","177","",""
"10","鶯歌區","2023","10","2023-10","actual","118","",""
"10","鶯歌區","2023","11","2023-11","actual","141","",""
"10","鶯歌區","2023","12","2023-12","actual","130","",""
"10","鶯歌區","2024","1","2024-01","actual","143","",""
"10","鶯歌區","2024","2","2024-02","actual","161","",""
"10","鶯歌區","2024","3","2024-03","actual","181","",""
"10","鶯歌區","2024","4","2024-04","actual","167","",""
"10","鶯歌區","2024","5","2024-05","actual","186","",""
"10","鶯歌區","2024","6","2024-06","actual","211","",""
"10","鶯歌區","2024","7","2024-07","actual","195","",""
"10","鶯歌區","2024","9","2024-09","actual","210","",""
"10","鶯歌區","2024","10","2024-10","actual","191","",""
"10","鶯歌區","2024","11","2024-11","actual","157","",""
"10","鶯歌區","2024","12","2024-12","actual","157","",""
"10","鶯歌區","2025","1","2025-01","actual","98","",""
"10","鶯歌區","2025","2","2025-02","actual","252","",""
"10","鶯歌區","2025","3","2025-03","actual","317","",""
"10","鶯歌區","2025","4","2025-04","actual","166","",""
"10","鶯歌區","2025","5","2025-05","actual","251","",""
"10","鶯歌區","2025","6","2025-06","actual","161","",""
"10","鶯歌區","2025","7","2025-07","actual","142","",""
"10","鶯歌區","2025","8","2025-08","actual","155","",""
"10","鶯歌區","2025","9","2025-09","actual","161","",""
"10","鶯歌區","2025","10","2025-10","actual","98","",""
"10","鶯歌區","2025","11","2025-11","actual","120","",""
"10","鶯歌區","2025","12","2025-12","actual","146","",""
"10","鶯歌區","2026","1","2026-01","forecast","129","54","204"
"10","鶯歌區","2026","2","2026-02","forecast","204","129","279"
"10","鶯歌區","2026","3","2026-03","forecast","242","167","317"
"10","鶯歌區","2026","4","2026-04","forecast","161","86","236"
"10","鶯歌區","2026","5","2026-05","forecast","222","147","297"
"10","鶯歌區","2026","6","2026-06","forecast","194","119","269"
"10","鶯歌區","2026","7","2026-07","forecast","175","100","250"
"10","鶯歌區","2026","8","2026-08","forecast","192","117","267"
"10","鶯歌區","2026","9","2026-09","forecast","194","119","269"
"10","鶯歌區","2026","10","2026-10","forecast","143","68","218"
"10","鶯歌區","2026","11","2026-11","forecast","148","73","223"
